source_file,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw,review_reason,suggested_level,level_reason,reference_meaning_ja
auto,add,739,exactly,exactly,adverb,base,1,正確に,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,exactly,RB,100+,,high_school,matched_high_word_list,正確に
auto,add,740,expert,expert,noun,base,1,専門家,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,expert,NN,100+,,high_school,matched_high_word_list,専門家
auto,add,747,purpose,purpose,noun,base,1,目的,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,purpose,NN,100+,,high_school,matched_high_word_list,目的
auto,add,748,represent,represent,verb,base,1,表す,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,represent,VV,100+,,high_school,matched_high_word_list,表す
auto,add,755,summit,summit,noun,base,1,頂上,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,summit,NN,100+,,high_school,matched_high_word_list,頂上
auto,add,760,community,community,noun,base,1,共同社会,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,community,NN,100+,,high_school,matched_high_word_list,共同社会
auto,add,767,quality,quality,noun,base,1,質,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,quality,NN,100+,,high_school,matched_high_word_list,質
auto,add,770,reduce,reduce,verb,base,1,減らす,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,reduce,VV,100+,,high_school,matched_high_word_list,減らす
auto,add,774,contain,contain,verb,base,1,含有する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,contain,VV,100+,,high_school,matched_high_word_list,含有する
auto,add,778,economic,economic,adjective,base,1,経済の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,economic,JJ,100+,,high_school,matched_high_word_list,経済の
auto,add,799,bite,bite,noun,base,1,噛む,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,bite,NN,100+,,high_school,matched_high_word_list,噛む
auto,add,804,due,due,adjective,base,1,期限の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,due,JJ,100+,,high_school,matched_high_word_list,期限の
auto,add,820,department,department,noun,base,1,部門,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,department,NN,100+,,high_school,matched_high_word_list,部門
auto,add,821,factor,factor,noun,base,1,要因,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,factor,NN,100+,,high_school,matched_high_word_list,要因
auto,add,827,material,material,noun,base,1,材料,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,material,NN,100+,,high_school,matched_high_word_list,材料
auto,add,830,participate,participate,verb,base,1,参加する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,participate,VV,100+,,high_school,matched_high_word_list,参加する
auto,add,831,passenger,passenger,noun,base,1,乗客,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,passenger,NN,100+,,high_school,matched_high_word_list,乗客
auto,add,834,recent,recent,adjective,base,1,最近の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,recent,JJ,100+,,high_school,matched_high_word_list,最近の
auto,add,835,repair,repair,noun,base,1,修理する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,repair,NN,100+,,high_school,matched_high_word_list,修理する
auto,add,842,advantage,advantage,noun,base,1,有利,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,advantage,NN,100+,,high_school,matched_high_word_list,有利
auto,add,843,argue,argue,verb,base,1,論じる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_high_word_list,argue,VVP,100+,,high_school,matched_high_word_list,論じる
auto,add,849,complete,complete,adjective,base,1,完全な,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,complete,JJ,100+,,high_school,matched_high_word_list,完全な
auto,add,861,leisure,leisure,noun,base,1,余暇,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,leisure,NN,100+,,high_school,matched_high_word_list,余暇
auto,add,867,task,task,noun,base,1,仕事,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,task,NN,100+,,high_school,matched_high_word_list,仕事
auto,add,873,appreciate,appreciate,verb,base,1,感謝する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,appreciate,VV,100+,,high_school,matched_high_word_list,感謝する
auto,add,874,approach,approach,noun,base,1,近づく,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,approach,NN,100+,,high_school,matched_high_word_list,近づく
auto,add,885,nervous,nervous,adjective,base,1,あがっている,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,nervous,JJ,100+,,high_school,matched_high_word_list,あがっている
auto,add,889,ray,ray,noun,base,1,光線,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,ray,NN,100+,,high_school,matched_high_word_list,光線
auto,add,899,upset,upset,adjective,base,1,気持ちが動揺した,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,upset,JJ,100+,,high_school,matched_high_word_list,気持ちが動揺した
auto,add,903,atmosphere,atmosphere,noun,base,1,雰囲気,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,atmosphere,NN,100+,,high_school,matched_high_word_list,雰囲気
auto,add,904,attract,attract,verb,base,1,引きつける,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,attract,VV,100+,,high_school,matched_high_word_list,引きつける
auto,add,905,benefit,benefit,noun,base,1,利益,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,benefit,NN,100+,,high_school,matched_high_word_list,利益
auto,add,914,meal,meal,noun,base,1,食事,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,meal,NN,100+,,high_school,matched_high_word_list,食事
auto,add,916,occur,occur,verb,base,1,発生する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,occur,VV,100+,,high_school,matched_high_word_list,発生する
auto,add,919,physical,physical,adjective,base,1,身体の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,physical,JJ,100+,,high_school,matched_high_word_list,身体の
auto,add,926,slightly,slightly,adverb,base,1,わずかに,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,slightly,RB,100+,,high_school,matched_high_word_list,わずかに
auto,add,928,strategy,strategy,noun,base,1,戦略,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,strategy,NN,100+,,high_school,matched_high_word_list,戦略
review,add,929,teenager,teenager,adjective,comparative,1,十代,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJR; center_pmw=100+; matched_high_word_list,teenager,JJR,100+,pos_review,high_school,matched_high_word_list,十代
auto,add,937,conduct,conduct,noun,base,1,行為,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,conduct,NN,100+,,high_school,matched_high_word_list,行為
auto,add,944,fear,fear,noun,base,1,恐れる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,fear,NN,100+,,high_school,matched_high_word_list,恐れる
auto,add,952,muscle,muscle,noun,base,1,筋肉,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,muscle,NN,100+,,high_school,matched_high_word_list,筋肉
auto,add,954,opposite,opposite,adjective,base,1,反対の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,opposite,JJ,100+,,high_school,matched_high_word_list,反対の
auto,add,957,source,source,noun,base,1,源,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,source,NN,100+,,high_school,matched_high_word_list,源
auto,add,960,taste,taste,noun,base,1,味,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,taste,NN,100+,,high_school,matched_high_word_list,味
auto,add,978,involve,involve,verb,base,1,巻き込む,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,involve,VV,100+,,high_school,matched_high_word_list,巻き込む
auto,add,996,term,term,noun,base,1,期間,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,term,NN,100+,,high_school,matched_high_word_list,期間
auto,add,1006,gain,gain,noun,base,1,得る,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,gain,NN,100+,,high_school,matched_high_word_list,得る
auto,add,1007,global,global,adjective,base,1,地球の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,global,JJ,100+,,high_school,matched_high_word_list,地球の
auto,add,1008,hate,hate,verb,base,1,ひどく嫌う,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_high_word_list,hate,VVP,100+,,high_school,matched_high_word_list,ひどく嫌う
auto,add,1013,lack,lack,noun,base,1,不足,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,lack,NN,100+,,high_school,matched_high_word_list,不足
auto,add,1030,cell,cell,noun,base,1,細胞,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,cell,NN,100+,,high_school,matched_high_word_list,細胞
auto,add,1033,direction,direction,noun,base,1,方向,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,direction,NN,100+,,high_school,matched_high_word_list,方向
auto,add,1039,immediately,immediately,adverb,base,1,即座に,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,immediately,RB,100+,,high_school,matched_high_word_list,即座に
auto,add,1047,patient,patient,noun,base,1,我慢強い,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,patient,NN,100+,,high_school,matched_high_word_list,我慢強い
auto,add,1052,responsibility,responsibility,noun,base,1,責任,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,responsibility,NN,100+,,high_school,matched_high_word_list,責任
auto,add,1058,adjust,adjust,verb,base,1,調節する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,adjust,VV,100+,,high_school,matched_high_word_list,調節する
auto,add,1064,completely,completely,adverb,base,1,完全に,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,completely,RB,100+,,high_school,matched_high_word_list,完全に
auto,add,1065,contrast,contrast,noun,base,1,対照,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,contrast,NN,100+,,high_school,matched_high_word_list,対照
auto,add,1066,correct,correct,adjective,base,1,正解,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,correct,JJ,100+,,high_school,matched_high_word_list,正解
auto,add,1071,equipment,equipment,noun,base,1,装置,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,equipment,NN,100+,,high_school,matched_high_word_list,装置
auto,add,1073,examine,examine,verb,base,1,検査する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,examine,VV,100+,,high_school,matched_high_word_list,検査する
auto,add,1074,exist,exist,verb,base,1,存在する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,exist,VV,100+,,high_school,matched_high_word_list,存在する
auto,add,1085,laughter,laughter,noun,base,1,笑い,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,laughter,NN,100+,,high_school,matched_high_word_list,笑い
auto,add,1090,psychologist,psychologist,noun,base,1,心理学者,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,psychologist,NN,100+,,high_school,matched_high_word_list,心理学者
auto,add,1096,surface,surface,noun,base,1,表面,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,surface,NN,100+,,high_school,matched_high_word_list,表面
auto,add,1104,appropriate,appropriate,adjective,base,1,適当な,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,appropriate,JJ,100+,,high_school,matched_high_word_list,適当な
auto,add,1114,diet,diet,noun,base,1,食事,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,diet,NN,100+,,high_school,matched_high_word_list,食事
auto,add,1118,explanation,explanation,noun,base,1,説明,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,explanation,NN,100+,,high_school,matched_high_word_list,説明
auto,add,1120,fix,fix,noun,base,1,固定する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,fix,NN,100+,,high_school,matched_high_word_list,固定する
auto,add,1125,hang,hang,verb,base,1,つるす,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,hang,VV,100+,,high_school,matched_high_word_list,つるす
auto,add,1126,hardly,hardly,adverb,base,1,ほとんどない,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,hardly,RB,100+,,high_school,matched_high_word_list,ほとんどない
auto,add,1140,theory,theory,noun,base,1,理論,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,theory,NN,100+,,high_school,matched_high_word_list,理論
auto,add,1148,aspect,aspect,noun,base,1,局面,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,aspect,NN,100+,,high_school,matched_high_word_list,局面
auto,add,1151,consumption,consumption,noun,base,1,消費,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,consumption,NN,100+,,high_school,matched_high_word_list,消費
auto,add,1153,degree,degree,noun,base,1,程度,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,degree,NN,100+,,high_school,matched_high_word_list,程度
auto,add,1165,individual,individual,adjective,base,1,個人の,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,individual,JJ,100+,,high_school,matched_high_word_list,個人の
auto,add,1172,popularity,popularity,noun,base,1,人気,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,popularity,NN,100+,,high_school,matched_high_word_list,人気
auto,add,1176,relieve,relieve,verb,base,1,和らげる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,relieve,VV,100+,,high_school,matched_high_word_list,和らげる
auto,add,1190,available,available,adjective,base,1,利用できる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+; matched_high_word_list,available,JJ,50+,,high_school,matched_high_word_list,利用できる
auto,add,1192,block,block,noun,base,1,妨げる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+; matched_high_word_list,block,NN,50+,,high_school,matched_high_word_list,妨げる
auto,add,1198,confuse,confuse,verb,base,1,混乱させる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+; matched_high_word_list,confuse,VV,50+,,high_school,matched_high_word_list,混乱させる
auto,add,1202,determine,determine,verb,base,1,決める,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+; matched_high_word_list,determine,VV,50+,,high_school,matched_high_word_list,決める
auto,add,1203,disappoint,disappoint,verb,base,1,がっかりさせる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+; matched_high_word_list,disappoint,VV,50+,,high_school,matched_high_word_list,がっかりさせる
