source_file,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw,review_reason,suggested_level,level_reason,reference_meaning_ja
auto,add,271,author,author,noun,base,1,著者,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=500+; matched_high_word_list,author,NN,500+,,high_school,matched_high_word_list,著者
review,add,276,mrs,mrs,noun,plural,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=500+; not_found_in_junior_or_high_word_lists,mrs,NNS,500+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,283,able,able,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,able,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,308,paragraph,paragraph,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,paragraph,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,315,result,result,noun,base,1,結果,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,result,NN,100+,,junior_high,matched_junior_word_list,結果
auto,add,316,expect,expect,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; not_found_in_junior_or_high_word_lists,expect,VVP,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,318,clothe,clothe,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,clothe,VV,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,324,following,following,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+; not_found_in_junior_or_high_word_lists,following,VVG,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,346,john,john,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,john,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,351,develop,develop,verb,base,1,を発達させる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,develop,VV,100+,,junior_high,matched_junior_word_list,を発達させる
auto,add,352,dr,dr,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,dr,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,355,society,society,noun,base,1,社会,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,society,NN,100+,,junior_high,matched_junior_word_list,社会
auto,add,361,amount,amount,noun,base,1,量，額,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,amount,NN,100+,,junior_high,matched_junior_word_list,量，額
auto,add,364,university,university,noun,base,1,大学,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,university,NN,100+,,junior_high,matched_junior_word_list,大学
auto,add,365,view,view,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,view,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,371,rather,rather,adverb,base,1,むしろ,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_high_word_list,rather,RB,100+,,high_school,matched_high_word_list,むしろ
auto,add,376,percentage,percentage,noun,base,1,割合,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,percentage,NN,100+,,high_school,matched_high_word_list,割合
auto,add,379,tom,tom,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,tom,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,381,create,create,verb,base,1,を創造する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,create,VV,100+,,junior_high,matched_junior_word_list,を創造する
auto,add,390,cause,cause,noun,base,1,原因,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,cause,NN,100+,,high_school,matched_high_word_list,原因
auto,add,397,actually,actually,adverb,base,1,実は，本当は,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,actually,RB,100+,,junior_high,matched_junior_word_list,実は，本当は
auto,add,398,continue,continue,verb,base,1,を続ける,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,continue,VV,100+,,junior_high,matched_junior_word_list,を続ける
auto,add,399,improve,improve,verb,base,1,を改善する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,improve,VV,100+,,junior_high,matched_junior_word_list,を改善する
auto,add,400,produce,produce,verb,base,1,を生産する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,produce,VV,100+,,junior_high,matched_junior_word_list,を生産する
auto,add,405,possible,possible,adjective,base,1,可能な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,possible,JJ,100+,,junior_high,matched_junior_word_list,可能な
auto,add,418,consider,consider,verb,base,1,考慮する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,consider,VV,100+,,high_school,matched_high_word_list,考慮する
auto,add,420,lead,lead,noun,base,1,を導く,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,lead,NN,100+,,junior_high,matched_junior_word_list,を導く
auto,add,428,provide,provide,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,provide,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,429,researcher,researcher,noun,base,1,研究者,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,researcher,NN,100+,,junior_high,matched_junior_word_list,研究者
auto,add,432,adult,adult,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,adult,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,436,suggest,suggest,verb,base,1,提案する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_high_word_list,suggest,VVP,100+,,high_school,matched_high_word_list,提案する
auto,add,439,cost,cost,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,cost,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,441,situation,situation,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,situation,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,443,likely,likely,adjective,base,1,起こりそうな,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,likely,JJ,100+,,high_school,matched_high_word_list,起こりそうな
auto,add,445,television,television,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,television,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,446,agree,agree,verb,base,1,賛成する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_junior_word_list,agree,VVP,100+,,junior_high,matched_junior_word_list,賛成する
auto,add,449,difference,difference,noun,base,1,ちがい,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,difference,NN,100+,,junior_high,matched_junior_word_list,ちがい
auto,add,451,offer,offer,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,offer,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,459,period,period,noun,base,1,期間、時間,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,period,NN,100+,,junior_high,matched_junior_word_list,期間、時間
auto,add,462,attention,attention,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,attention,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,466,population,population,noun,base,1,人口,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,population,NN,100+,,high_school,matched_high_word_list,人口
auto,add,468,several,several,adjective,base,1,幾つかの,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,several,JJ,100+,,high_school,matched_high_word_list,幾つかの
auto,add,472,influence,influence,noun,base,1,に影響を及ぼす,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,influence,NN,100+,,junior_high,matched_junior_word_list,に影響を及ぼす
auto,add,474,notice,notice,noun,base,1,気づく,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,notice,NN,100+,,high_school,matched_high_word_list,気づく
auto,add,475,object,object,noun,base,1,物体,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,object,NN,100+,,high_school,matched_high_word_list,物体
auto,add,483,brain,brain,noun,base,1,頭脳,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,brain,NN,100+,,junior_high,matched_junior_word_list,頭脳
auto,add,485,control,control,noun,base,1,を管理する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,control,NN,100+,,junior_high,matched_junior_word_list,を管理する
auto,add,487,foreign,foreign,adjective,base,1,外国の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,foreign,JJ,100+,,junior_high,matched_junior_word_list,外国の
auto,add,490,product,product,noun,base,1,製品,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,product,NN,100+,,junior_high,matched_junior_word_list,製品
auto,add,491,research,research,noun,base,1,を研究する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,research,NN,100+,,junior_high,matched_junior_word_list,を研究する
auto,add,492,role,role,noun,base,1,役、役割,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,role,NN,100+,,junior_high,matched_junior_word_list,役、役割
auto,add,494,speaker,speaker,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,speaker,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,496,survey,survey,noun,base,1,調査,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,survey,NN,100+,,junior_high,matched_junior_word_list,調査
auto,add,497,clear,clear,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,clear,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,509,concern,concern,noun,base,1,懸案する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,concern,NN,100+,,high_school,matched_high_word_list,懸案する
auto,add,511,form,form,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,form,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,513,local,local,adjective,base,1,地方の、地元の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,local,JJ,100+,,junior_high,matched_junior_word_list,地方の、地元の
auto,add,517,opinion,opinion,noun,base,1,意見，考え,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,opinion,NN,100+,,junior_high,matched_junior_word_list,意見，考え
auto,add,518,prefer,prefer,verb,base,1,より好む,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_high_word_list,prefer,VVP,100+,,high_school,matched_high_word_list,より好む
auto,add,521,allow,allow,verb,base,1,許可する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,allow,VV,100+,,high_school,matched_high_word_list,許可する
auto,add,525,remain,remain,verb,base,1,残る,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,remain,VV,100+,,high_school,matched_high_word_list,残る
auto,add,526,stress,stress,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,stress,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,527,system,system,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,system,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,529,bill,bill,noun,base,1,請求書,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,bill,NN,100+,,junior_high,matched_junior_word_list,請求書
auto,add,533,method,method,noun,base,1,方法,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,method,NN,100+,,high_school,matched_high_word_list,方法
auto,add,535,require,require,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,require,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,541,statement,statement,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,statement,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,544,unite,unite,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,unite,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,545,various,various,adjective,base,1,いろいろな,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,various,JJ,100+,,junior_high,matched_junior_word_list,いろいろな
auto,add,546,worker,worker,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,worker,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,549,condition,condition,noun,base,1,状況,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,condition,NN,100+,,junior_high,matched_junior_word_list,状況
auto,add,550,customer,customer,noun,base,1,顧客,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,customer,NN,100+,,junior_high,matched_junior_word_list,顧客
auto,add,551,depend,depend,verb,base,1,頼る,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,depend,VV,100+,,junior_high,matched_junior_word_list,頼る
auto,add,553,graph,graph,noun,base,1,図表,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,graph,NN,100+,,junior_high,matched_junior_word_list,図表
review,add,554,ms,ms,noun,plural,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+; not_found_in_junior_or_high_word_lists,ms,NNS,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,557,passage,passage,noun,base,1,一節,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,passage,NN,100+,,high_school,matched_high_word_list,一節
review,add,564,surprised,surprised,verb,past_participle,1,驚いた,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVN; center_pmw=100+; matched_junior_word_list,surprised,VVN,100+,pos_review,junior_high,matched_junior_word_list,驚いた
auto,add,565,trouble,trouble,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,trouble,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,566,value,value,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,value,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,568,design,design,noun,base,1,を設計する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,design,NN,100+,,junior_high,matched_junior_word_list,を設計する
auto,add,571,experiment,experiment,noun,base,1,実験,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,experiment,NN,100+,,high_school,matched_high_word_list,実験
review,add,573,germany,germany,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Germany,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,574,instead,instead,adverb,base,1,そのかわりに,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,instead,RB,100+,,junior_high,matched_junior_word_list,そのかわりに
auto,add,577,similar,similar,adjective,base,1,同じような,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,similar,JJ,100+,,junior_high,matched_junior_word_list,同じような
auto,add,580,base,base,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,base,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,581,below,below,adverb,base,1,下に，下記の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,below,RB,100+,,junior_high,matched_junior_word_list,下に，下記の
auto,add,582,bob,bob,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,bob,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,586,internet,internet,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Internet,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,592,accept,accept,verb,base,1,を受け入れる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,accept,VV,100+,,junior_high,matched_junior_word_list,を受け入れる
auto,add,594,average,average,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,average,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,595,avoid,avoid,verb,base,1,避ける,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,avoid,VV,100+,,high_school,matched_high_word_list,避ける
auto,add,596,distance,distance,noun,base,1,距離,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,distance,NN,100+,,high_school,matched_high_word_list,距離
auto,add,598,environment,environment,noun,base,1,環境，状況,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,environment,NN,100+,,junior_high,matched_junior_word_list,環境，状況
auto,add,602,rate,rate,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,rate,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,607,describe,describe,verb,base,1,述べる,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_high_word_list,describe,VV,100+,,high_school,matched_high_word_list,述べる
auto,add,609,follow,follow,verb,base,1,に従う,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,follow,VV,100+,,junior_high,matched_junior_word_list,に従う
auto,add,619,skill,skill,noun,base,1,技術,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,skill,NN,100+,,junior_high,matched_junior_word_list,技術
auto,add,620,technology,technology,noun,base,1,科学技術,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,technology,NN,100+,,junior_high,matched_junior_word_list,科学技術
auto,add,623,attitude,attitude,noun,base,1,態度,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,attitude,NN,100+,,high_school,matched_high_word_list,態度
auto,add,624,behavior,behavior,noun,base,1,ふるまい,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,behavior,NN,100+,,junior_high,matched_junior_word_list,ふるまい
auto,add,630,major,major,adjective,base,1,主な,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_high_word_list,major,JJ,100+,,high_school,matched_high_word_list,主な
auto,add,631,mention,mention,noun,base,1,言及する,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,mention,NN,100+,,high_school,matched_high_word_list,言及する
auto,add,633,opportunity,opportunity,noun,base,1,機会,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,opportunity,NN,100+,,high_school,matched_high_word_list,機会
auto,add,634,process,process,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,process,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,637,equal,equal,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,equal,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,639,france,france,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,France,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,641,issue,issue,noun,base,1,問題,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,issue,NN,100+,,high_school,matched_high_word_list,問題
auto,add,642,item,item,noun,base,1,項目,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_high_word_list,item,NN,100+,,high_school,matched_high_word_list,項目
