source_file,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw,review_reason,suggested_level,level_reason,reference_meaning_ja
auto,add,364,university,university,noun,base,1,大学,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,university,NN,100+,,junior_high,matched_junior_word_list,大学
auto,add,381,create,create,verb,base,1,を創造する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,create,VV,100+,,junior_high,matched_junior_word_list,を創造する
auto,add,397,actually,actually,adverb,base,1,実は，本当は,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,actually,RB,100+,,junior_high,matched_junior_word_list,実は，本当は
auto,add,398,continue,continue,verb,base,1,を続ける,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,continue,VV,100+,,junior_high,matched_junior_word_list,を続ける
auto,add,399,improve,improve,verb,base,1,を改善する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,improve,VV,100+,,junior_high,matched_junior_word_list,を改善する
auto,add,400,produce,produce,verb,base,1,を生産する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,produce,VV,100+,,junior_high,matched_junior_word_list,を生産する
auto,add,405,possible,possible,adjective,base,1,可能な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,possible,JJ,100+,,junior_high,matched_junior_word_list,可能な
auto,add,420,lead,lead,noun,base,1,を導く,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,lead,NN,100+,,junior_high,matched_junior_word_list,を導く
auto,add,429,researcher,researcher,noun,base,1,研究者,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,researcher,NN,100+,,junior_high,matched_junior_word_list,研究者
auto,add,446,agree,agree,verb,base,1,賛成する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_junior_word_list,agree,VVP,100+,,junior_high,matched_junior_word_list,賛成する
auto,add,449,difference,difference,noun,base,1,ちがい,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,difference,NN,100+,,junior_high,matched_junior_word_list,ちがい
auto,add,459,period,period,noun,base,1,期間、時間,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,period,NN,100+,,junior_high,matched_junior_word_list,期間、時間
auto,add,472,influence,influence,noun,base,1,に影響を及ぼす,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,influence,NN,100+,,junior_high,matched_junior_word_list,に影響を及ぼす
auto,add,483,brain,brain,noun,base,1,頭脳,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,brain,NN,100+,,junior_high,matched_junior_word_list,頭脳
auto,add,485,control,control,noun,base,1,を管理する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,control,NN,100+,,junior_high,matched_junior_word_list,を管理する
auto,add,487,foreign,foreign,adjective,base,1,外国の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,foreign,JJ,100+,,junior_high,matched_junior_word_list,外国の
auto,add,490,product,product,noun,base,1,製品,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,product,NN,100+,,junior_high,matched_junior_word_list,製品
auto,add,491,research,research,noun,base,1,を研究する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,research,NN,100+,,junior_high,matched_junior_word_list,を研究する
auto,add,492,role,role,noun,base,1,役、役割,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,role,NN,100+,,junior_high,matched_junior_word_list,役、役割
auto,add,496,survey,survey,noun,base,1,調査,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,survey,NN,100+,,junior_high,matched_junior_word_list,調査
auto,add,513,local,local,adjective,base,1,地方の、地元の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,local,JJ,100+,,junior_high,matched_junior_word_list,地方の、地元の
auto,add,517,opinion,opinion,noun,base,1,意見，考え,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,opinion,NN,100+,,junior_high,matched_junior_word_list,意見，考え
auto,add,529,bill,bill,noun,base,1,請求書,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,bill,NN,100+,,junior_high,matched_junior_word_list,請求書
auto,add,545,various,various,adjective,base,1,いろいろな,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,various,JJ,100+,,junior_high,matched_junior_word_list,いろいろな
auto,add,549,condition,condition,noun,base,1,状況,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,condition,NN,100+,,junior_high,matched_junior_word_list,状況
auto,add,550,customer,customer,noun,base,1,顧客,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,customer,NN,100+,,junior_high,matched_junior_word_list,顧客
auto,add,551,depend,depend,verb,base,1,頼る,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,depend,VV,100+,,junior_high,matched_junior_word_list,頼る
auto,add,553,graph,graph,noun,base,1,図表,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,graph,NN,100+,,junior_high,matched_junior_word_list,図表
review,add,564,surprised,surprised,verb,past_participle,1,驚いた,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVN; center_pmw=100+; matched_junior_word_list,surprised,VVN,100+,pos_review,junior_high,matched_junior_word_list,驚いた
auto,add,568,design,design,noun,base,1,を設計する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,design,NN,100+,,junior_high,matched_junior_word_list,を設計する
auto,add,574,instead,instead,adverb,base,1,そのかわりに,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,instead,RB,100+,,junior_high,matched_junior_word_list,そのかわりに
auto,add,577,similar,similar,adjective,base,1,同じような,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,similar,JJ,100+,,junior_high,matched_junior_word_list,同じような
auto,add,581,below,below,adverb,base,1,下に，下記の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,below,RB,100+,,junior_high,matched_junior_word_list,下に，下記の
auto,add,592,accept,accept,verb,base,1,を受け入れる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,accept,VV,100+,,junior_high,matched_junior_word_list,を受け入れる
auto,add,598,environment,environment,noun,base,1,環境，状況,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,environment,NN,100+,,junior_high,matched_junior_word_list,環境，状況
auto,add,609,follow,follow,verb,base,1,に従う,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,follow,VV,100+,,junior_high,matched_junior_word_list,に従う
auto,add,619,skill,skill,noun,base,1,技術,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,skill,NN,100+,,junior_high,matched_junior_word_list,技術
auto,add,620,technology,technology,noun,base,1,科学技術,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,technology,NN,100+,,junior_high,matched_junior_word_list,科学技術
auto,add,624,behavior,behavior,noun,base,1,ふるまい,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,behavior,NN,100+,,junior_high,matched_junior_word_list,ふるまい
auto,add,650,clearly,clearly,adverb,base,1,はっきりと,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,clearly,RB,100+,,junior_high,matched_junior_word_list,はっきりと
auto,add,654,encourage,encourage,verb,base,1,を勇気づける,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,encourage,VV,100+,,junior_high,matched_junior_word_list,を勇気づける
auto,add,665,protect,protect,verb,base,1,を守る，保護する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,protect,VV,100+,,junior_high,matched_junior_word_list,を守る，保護する
auto,add,671,weight,weight,noun,base,1,重さ,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,weight,NN,100+,,junior_high,matched_junior_word_list,重さ
auto,add,673,affect,affect,verb,base,1,に影響を与える,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,affect,VV,100+,,junior_high,matched_junior_word_list,に影響を与える
auto,add,674,development,development,noun,base,1,開発,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,development,NN,100+,,junior_high,matched_junior_word_list,開発
auto,add,679,perform,perform,verb,base,1,演じる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,perform,VV,100+,,junior_high,matched_junior_word_list,演じる
auto,add,707,shape,shape,noun,base,1,形,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,shape,NN,100+,,junior_high,matched_junior_word_list,形
auto,add,713,appear,appear,verb,base,1,現れる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,appear,VV,100+,,junior_high,matched_junior_word_list,現れる
auto,add,717,dangerous,dangerous,adjective,base,1,危険な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,dangerous,JJ,100+,,junior_high,matched_junior_word_list,危険な
auto,add,722,forward,forward,adverb,base,1,前方へ,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,forward,RB,100+,,junior_high,matched_junior_word_list,前方へ
auto,add,727,traditional,traditional,adjective,base,1,伝統的な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,traditional,JJ,100+,,junior_high,matched_junior_word_list,伝統的な
auto,add,756,support,support,noun,base,1,を支援する，応援する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,support,NN,100+,,junior_high,matched_junior_word_list,を支援する，応援する
auto,add,768,recognize,recognize,verb,base,1,だと分かる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,recognize,VV,100+,,junior_high,matched_junior_word_list,だと分かる
auto,add,775,convenient,convenient,adjective,base,1,便利な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,convenient,JJ,100+,,junior_high,matched_junior_word_list,便利な
auto,add,798,beginning,beginning,noun,base,1,最初,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,beginning,NN,100+,,junior_high,matched_junior_word_list,最初
auto,add,807,heat,heat,noun,base,1,熱,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,heat,NN,100+,,junior_high,matched_junior_word_list,熱
auto,add,813,tourist,tourist,noun,base,1,観光客,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,tourist,NN,100+,,junior_high,matched_junior_word_list,観光客
auto,add,818,content,content,noun,base,1,中身,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,content,NN,100+,,junior_high,matched_junior_word_list,中身
auto,add,819,convenience,convenience,noun,base,1,便利,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,convenience,NN,100+,,junior_high,matched_junior_word_list,便利
auto,add,836,satisfy,satisfy,verb,base,1,を満足させる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,satisfy,VV,100+,,junior_high,matched_junior_word_list,を満足させる
auto,add,859,government,government,noun,base,1,政府,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,government,NN,100+,,junior_high,matched_junior_word_list,政府
review,add,876,born,born,verb,past_participle,1,生まれる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVN; center_pmw=100+; matched_junior_word_list,born,VVN,100+,pos_review,junior_high,matched_junior_word_list,生まれる
auto,add,887,photograph,photograph,noun,base,1,写真,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,photograph,NN,100+,,junior_high,matched_junior_word_list,写真
auto,add,888,progress,progress,noun,base,1,進歩,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,progress,NN,100+,,junior_high,matched_junior_word_list,進歩
auto,add,894,serious,serious,adjective,base,1,重大な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,serious,JJ,100+,,junior_high,matched_junior_word_list,重大な
auto,add,897,successful,successful,adjective,base,1,成功した,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,successful,JJ,100+,,junior_high,matched_junior_word_list,成功した
auto,add,910,communicate,communicate,verb,base,1,連絡する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,communicate,VV,100+,,junior_high,matched_junior_word_list,連絡する
auto,add,939,decision,decision,noun,base,1,決定,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,decision,NN,100+,,junior_high,matched_junior_word_list,決定
auto,add,940,decrease,decrease,noun,base,1,減少する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,decrease,NN,100+,,junior_high,matched_junior_word_list,減少する
auto,add,963,ancient,ancient,adjective,base,1,古代の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,ancient,JJ,100+,,junior_high,matched_junior_word_list,古代の
auto,add,971,effort,effort,noun,base,1,努力,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,effort,NN,100+,,junior_high,matched_junior_word_list,努力
auto,add,977,image,image,noun,base,1,画像，印象,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,image,NN,100+,,junior_high,matched_junior_word_list,画像，印象
auto,add,988,ordinary,ordinary,adjective,base,1,ふつうの,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,ordinary,JJ,100+,,junior_high,matched_junior_word_list,ふつうの
review,add,995,species,species,noun,plural,1,種,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+; matched_junior_word_list,species,NNS,100+,pos_review,junior_high,matched_junior_word_list,種
auto,add,1003,elderly,elderly,adjective,base,1,年配の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,elderly,JJ,100+,,junior_high,matched_junior_word_list,年配の
auto,add,1012,knowledge,knowledge,noun,base,1,知識,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,knowledge,NN,100+,,junior_high,matched_junior_word_list,知識
auto,add,1019,respect,respect,noun,base,1,を尊敬する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,respect,NN,100+,,junior_high,matched_junior_word_list,を尊敬する
auto,add,1024,survive,survive,verb,base,1,生き残る,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,survive,VV,100+,,junior_high,matched_junior_word_list,生き残る
auto,add,1029,bother,bother,verb,base,1,面倒,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,bother,VV,100+,,junior_high,matched_junior_word_list,面倒
auto,add,1031,coal,coal,noun,base,1,石炭,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,coal,NN,100+,,junior_high,matched_junior_word_list,石炭
auto,add,1034,dot,dot,noun,base,1,点,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,dot,NN,100+,,junior_high,matched_junior_word_list,点
auto,add,1038,general,general,adjective,base,1,一般的な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,general,JJ,100+,,junior_high,matched_junior_word_list,一般的な
auto,add,1049,pull,pull,verb,base,1,を引く,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,pull,VV,100+,,junior_high,matched_junior_word_list,を引く
auto,add,1051,relate,relate,verb,base,1,を～に関係させる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; matched_junior_word_list,relate,VVP,100+,,junior_high,matched_junior_word_list,を～に関係させる
auto,add,1063,cheap,cheap,adjective,base,1,安い,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; matched_junior_word_list,cheap,JJ,100+,,junior_high,matched_junior_word_list,安い
auto,add,1070,earn,earn,verb,base,1,をかせぐ,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,earn,VV,100+,,junior_high,matched_junior_word_list,をかせぐ
auto,add,1082,import,import,noun,base,1,を輸入する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,import,NN,100+,,junior_high,matched_junior_word_list,を輸入する
auto,add,1097,surprise,surprise,noun,base,1,驚くべきこと,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,surprise,NN,100+,,junior_high,matched_junior_word_list,驚くべきこと
auto,add,1098,swimming,swimming,noun,base,1,水泳,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,swimming,NN,100+,,junior_high,matched_junior_word_list,水泳
auto,add,1103,apply,apply,verb,base,1,当てはまる,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,apply,VV,100+,,junior_high,matched_junior_word_list,当てはまる
auto,add,1105,attend,attend,verb,base,1,に通う，に出席する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,attend,VV,100+,,junior_high,matched_junior_word_list,に通う，に出席する
auto,add,1109,burn,burn,noun,base,1,を燃やす,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,burn,NN,100+,,junior_high,matched_junior_word_list,を燃やす
auto,add,1124,handle,handle,verb,base,1,を処理する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; matched_junior_word_list,handle,VV,100+,,junior_high,matched_junior_word_list,を処理する
auto,add,1133,note,note,noun,base,1,紙幣,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,note,NN,100+,,junior_high,matched_junior_word_list,紙幣
auto,add,1134,overseas,overseas,adverb,base,1,海外の,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,overseas,RB,100+,,junior_high,matched_junior_word_list,海外の
auto,add,1156,device,device,noun,base,1,装置,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,device,NN,100+,,junior_high,matched_junior_word_list,装置
auto,add,1158,directly,directly,adverb,base,1,直接に,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; matched_junior_word_list,directly,RB,100+,,junior_high,matched_junior_word_list,直接に
auto,add,1161,exchange,exchange,noun,base,1,交換,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,exchange,NN,100+,,junior_high,matched_junior_word_list,交換
auto,add,1163,focus,focus,noun,base,1,集中する,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,focus,NN,100+,,junior_high,matched_junior_word_list,集中する
auto,add,1178,site,site,noun,base,1,場所,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; matched_junior_word_list,site,NN,100+,,junior_high,matched_junior_word_list,場所
auto,add,1195,childhood,childhood,noun,base,1,子供のころ,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+; matched_junior_word_list,childhood,NN,50+,,junior_high,matched_junior_word_list,子供のころ
auto,add,1204,effective,effective,adjective,base,1,効果的な,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+; matched_junior_word_list,effective,JJ,50+,,junior_high,matched_junior_word_list,効果的な
auto,add,1207,eventually,eventually,adverb,base,1,最後には,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+; matched_junior_word_list,eventually,RB,50+,,junior_high,matched_junior_word_list,最後には
auto,add,1219,movement,movement,noun,base,1,運動,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+; matched_junior_word_list,movement,NN,50+,,junior_high,matched_junior_word_list,運動
auto,add,1228,remove,remove,verb,base,1,を取り除く,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+; matched_junior_word_list,remove,VV,50+,,junior_high,matched_junior_word_list,を取り除く
auto,add,1235,somewhere,somewhere,adverb,base,1,どこかに,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+; matched_junior_word_list,somewhere,RB,50+,,junior_high,matched_junior_word_list,どこかに
auto,add,1262,freedom,freedom,noun,base,1,自由,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+; matched_junior_word_list,freedom,NN,50+,,junior_high,matched_junior_word_list,自由
auto,add,1263,growth,growth,noun,base,1,増加,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+; matched_junior_word_list,growth,NN,50+,,junior_high,matched_junior_word_list,増加
auto,add,1276,pleasure,pleasure,noun,base,1,喜び,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+; matched_junior_word_list,pleasure,NN,50+,,junior_high,matched_junior_word_list,喜び
auto,add,1283,rule,rule,noun,base,1,規則,junior_high,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+; matched_junior_word_list,rule,NN,50+,,junior_high,matched_junior_word_list,規則
