source_file,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw,review_reason,suggested_level,level_reason,reference_meaning_ja
auto,add,541,statement,statement,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,statement,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,544,unite,unite,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,unite,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,546,worker,worker,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,worker,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,554,ms,ms,noun,plural,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+; not_found_in_junior_or_high_word_lists,ms,NNS,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,565,trouble,trouble,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,trouble,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,566,value,value,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,value,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,573,germany,germany,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Germany,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,580,base,base,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,base,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,582,bob,bob,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,bob,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,586,internet,internet,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Internet,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,594,average,average,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,average,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,602,rate,rate,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,rate,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,634,process,process,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,process,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,637,equal,equal,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,equal,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,639,france,france,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,France,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
review,add,646,tokyo,tokyo,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Tokyo,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,662,online,online,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,online,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,669,tend,tend,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=100+; not_found_in_junior_or_high_word_lists,tend,VVP,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,682,saying,saying,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+; not_found_in_junior_or_high_word_lists,saying,VVG,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,683,service,service,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,service,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,684,sheet,sheet,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,sheet,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,689,act,act,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,act,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,701,jack,jack,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,jack,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,711,topic,topic,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,topic,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,721,finding,finding,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,finding,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,728,us(a),us(a),,,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=; center_pmw=100+; not_found_in_junior_or_high_word_lists,US(A),,100+,pos_review;multiword_or_symbol;unknown_pos,review,not_found_in_junior_or_high_word_lists,
auto,add,745,manage,manage,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,manage,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,750,sally,sally,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,sally,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,753,stage,stage,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,stage,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,754,style,style,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,style,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,764,ken,ken,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Ken,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,777,difficulty,difficulty,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,difficulty,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,779,familiar,familiar,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,familiar,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,788,prepare,prepare,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,prepare,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,791,serve,serve,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,serve,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,793,suitcase,suitcase,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,suitcase,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,801,compare,compare,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,compare,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,817,alarm,alarm,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,alarm,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,828,message,message,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,message,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,840,total,total,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,total,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,846,butterfly,butterfly,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,butterfly,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,847,calorie,calorie,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,calorie,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,851,déjà(-vu),déjà(-vu),,,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=; center_pmw=100+; not_found_in_junior_or_high_word_lists,déjà(-vu),,100+,pos_review;multiword_or_symbol;unknown_pos,review,not_found_in_junior_or_high_word_lists,
auto,add,854,figure,figure,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,figure,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,858,glen,glen,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,glen,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,860,instance,instance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,instance,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,862,lower,lower,adjective,comparative,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJR; center_pmw=100+; not_found_in_junior_or_high_word_lists,lower,JJR,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,865,quilt,quilt,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,quilt,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,868,transportation,transportation,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,transportation,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,881,indian,indian,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Indian,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,883,level,level,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,level,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,884,limit,limit,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,limit,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,886,original,original,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,original,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,909,choice,choice,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,choice,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,915,new york,new york,,,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=; center_pmw=100+; not_found_in_junior_or_high_word_lists,New York,,100+,pos_review;multiword_or_symbol;proper_noun;unknown_pos,review,not_found_in_junior_or_high_word_lists,
auto,add,924,regard,regard,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,regard,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,925,schedule,schedule,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,schedule,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,933,advance,advance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,advance,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,934,basic,basic,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,basic,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,935,character,character,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,character,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,936,communication,communication,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,communication,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,938,data,data,noun,plural,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NNS; center_pmw=100+; not_found_in_junior_or_high_word_lists,data,NNS,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,943,email,email,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,email,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,950,leader,leader,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,leader,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,953,nearly,nearly,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; not_found_in_junior_or_high_word_lists,nearly,RB,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,956,project,project,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,project,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,962,variety,variety,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,variety,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,973,european,european,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,european,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,980,laser,laser,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,laser,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,989,pattern,pattern,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,pattern,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,990,performance,performance,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,performance,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,992,rodent,rodent,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,rodent,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,994,self,self,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,self,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1000,access,access,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,access,NN,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,1001,brazil,brazil,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+; not_found_in_junior_or_high_word_lists,Brazil,NP,100+,pos_review;proper_noun,review,not_found_in_junior_or_high_word_lists,
auto,add,1004,essential,essential,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,essential,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,1010,helping,helping,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+; not_found_in_junior_or_high_word_lists,helping,VVG,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,1014,medical,medical,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,medical,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
review,add,1016,moving,moving,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+; not_found_in_junior_or_high_word_lists,moving,VVG,100+,pos_review,review,not_found_in_junior_or_high_word_lists,
auto,add,1018,peter,peter,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,peter,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1022,simply,simply,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+; not_found_in_junior_or_high_word_lists,simply,RB,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1040,impossible,impossible,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+; not_found_in_junior_or_high_word_lists,impossible,JJ,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1041,jenny,jenny,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,jenny,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1053,steal,steal,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+; not_found_in_junior_or_high_word_lists,steal,VV,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1055,understanding,understanding,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,understanding,NN,100+,,review,not_found_in_junior_or_high_word_lists,
auto,add,1061,button,button,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+; not_found_in_junior_or_high_word_lists,button,NN,100+,,review,not_found_in_junior_or_high_word_lists,
