decision,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw
add,add,1153,degree,degree,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,degree,NN,100+
add,add,1155,destination,destination,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,destination,NN,100+
add,add,1156,device,device,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,device,NN,100+
add,add,1157,digital,digital,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,digital,JJ,100+
add,add,1158,directly,directly,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,directly,RB,100+
add,add,1159,dive,dive,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,dive,NN,100+
add,add,1161,exchange,exchange,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,exchange,NN,100+
add,add,1162,fit,fit,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,fit,NN,100+
add,add,1163,focus,focus,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,focus,NN,100+
add,add,1165,individual,individual,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,individual,JJ,100+
add,add,1167,km,km,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,km,NN,100+
add,add,1168,label,label,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,label,NN,100+
add,add,1171,officer,officer,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,officer,NN,100+
add,add,1172,popularity,popularity,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,popularity,NN,100+
add,add,1174,rainforest,rainforest,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,rainforest,NN,100+
add,add,1175,regular,regular,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,regular,JJ,100+
add,add,1176,relieve,relieve,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,relieve,VV,100+
add,add,1177,screen,screen,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,screen,NN,100+
add,add,1178,site,site,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,site,NN,100+
